"oscars",521222
"oscars",521222
"oscars2014",275459
"oscars2014",275459
"oscar",29562
"oscar",29562
"oscarsforvenezuela",18067
"oscarsforvenezuela",18067
"sosvenezuela",17185
"sosvenezuela",17185
"eredcarpet",15071
"eredcarpet",15071
"gravity",13065
"gravity",13065
"redcarpet",11869
"redcarpet",11869
"blessed",11084
"blessed",11084
"blurry",10379
"blurry",10379
"venezuela",7939
"venezuela",7939
"oscarsentnt",7554
"oscarsentnt",7554
"oscar2014",6461
"oscar2014",6461
"theoscars2014",6446
"theoscars2014",6446
"12yearsaslave",5943
"12yearsaslave",5943
"frozen",5734
"frozen",5734
"academyawards",5668
"academyawards",5668
"realgravity",5120
"realgravity",5120
"alfombrarojae",4591
"alfombrarojae",4591
"besties",4367
"besties",4367
"elquepersistevence",4064
"elquepersistevence",4064
"letitgo",3886
"letitgo",3886
"oscarsredcarpet",3824
"oscarsredcarpet",3824
"selfie",3387
"selfie",3387
"skycinemaoscar",3313
"skycinemaoscar",3313
"dallasbuyersclub",3241
"dallasbuyersclub",3241
"leonardodicaprio",3169
"leonardodicaprio",3169
"ellendegeneres",2984
"ellendegeneres",2984
"lupitanyongo",2975
"lupitanyongo",2975
"jenniferlawrence",2783
"jenniferlawrence",2783
"tvtag",2741
"tvtag",2741
"jaredleto",2632
"jaredleto",2632
"kca",2518
"kca",2518
"iss",2141
"iss",2141
"oscarnatnt",2102
"oscarnatnt",2102
"otrc",1982
"otrc",1982
"lupita",1959
"lupita",1959
"pizza",1937
"pizza",1937
"prayforvenezuela",1854
"prayforvenezuela",1854
"oscarentnt",1772
"oscarentnt",1772
"matthewmcconaughey",1737
"matthewmcconaughey",1737
"archdigestgreenroom",1605
"archdigestgreenroom",1605
"lagrandebellezza",1424
"lagrandebellezza",1424
"thewalkingdead",1394
"thewalkingdead",1394
"benedictcumberbatch",1327
"benedictcumberbatch",1327
"fashion",1327
"fashion",1327
"happy",1322
"happy",1322
"her",1318
"her",1318
"alfonsocuaron",1226
"alfonsocuaron",1226
"ellen",1201
"ellen",1201
"jlaw",1179
"jlaw",1179
"アカデミー賞",1176
"アカデミー賞",1176
"giveleoanoscar",1133
"giveleoanoscar",1133
"cateblanchett",1067
"cateblanchett",1067
"academy",1043
"academy",1043
"bestdressed",1010
"bestdressed",1010
"insider",962
"insider",962
"ucrania",948
"ucrania",948
"oscarforjaredleto",924
"oscarforjaredleto",924
"u2",923
"u2",923
"bestpicture",912
"bestpicture",912
"idinamenzel",890
"idinamenzel",890
"alfombrarojaph",888
"alfombrarojaph",888
"oscarforvenezuela",867
"oscarforvenezuela",867
"americanhustle",865
